13:31:10.923495,soft
13:31:11.017600,medium
13:31:11.206074,hard
13:31:11.484449,release
13:31:24.898121,soft
13:31:24.988468,medium
13:31:25.270978,hard
13:31:26.106851,release
13:31:29.739410,soft
13:31:29.833694,release
13:31:44.365447,medium
13:31:44.549846,release
13:32:57.582201,soft
13:32:57.766798,medium
13:32:58.048810,release
13:33:42.947885,soft
13:33:43.504178,release
13:35:04.823216,soft
13:35:06.686649,release
13:35:57.823144,soft
13:35:57.917070,medium
13:35:59.129244,release
13:38:02.728397,soft
13:38:03.101166,medium
13:38:04.219366,release
13:38:19.960116,soft
13:38:20.332147,release
13:38:52.558099,soft
13:38:53.114887,medium
13:38:53.766226,release
13:39:55.797084,soft
13:39:56.079509,release
13:41:02.955842,soft
13:41:03.045991,medium
13:41:03.234471,hard
13:41:03.979784,release
13:41:04.259011,soft
13:42:21.477469,release
13:42:44.392911,soft
13:42:44.670946,medium
13:42:45.043801,release
13:43:46.239242,medium
13:43:46.333175,hard
13:43:47.918296,release
13:44:31.604644,soft
13:44:31.694445,medium
13:44:31.788365,hard
13:44:33.374061,release
13:45:16.031296,soft
13:45:16.313868,release
13:45:39.414178,soft
13:45:39.504283,medium
13:45:39.598455,hard
13:45:39.692635,release
13:46:26.913105,soft
13:46:27.007506,medium
13:46:27.474290,hard
13:46:27.658548,release
13:31:10.923495,soft
13:31:11.017600,medium
13:31:11.206074,hard
13:31:11.484449,release
13:31:24.898121,soft
13:31:24.988468,medium
13:31:25.270978,hard
13:31:26.106851,release
13:31:29.739410,soft
13:31:29.833694,release
13:31:44.365447,medium
13:31:44.549846,release
13:32:57.582201,soft
13:32:57.766798,medium
13:32:58.048810,release
13:33:42.947885,soft
13:33:43.504178,release
13:35:04.823216,soft
13:35:06.686649,release
13:35:57.823144,soft
13:35:57.917070,medium
13:35:59.129244,release
13:38:02.728397,soft
13:38:03.101166,medium
13:38:04.219366,release
13:38:19.960116,soft
13:38:20.332147,release
13:38:52.558099,soft
13:38:53.114887,medium
13:38:53.766226,release
13:39:55.797084,soft
13:39:56.079509,release
13:41:02.955842,soft
13:41:03.045991,medium
13:41:03.234471,hard
13:41:03.979784,release
13:41:04.259011,soft
13:42:21.477469,release
13:42:44.392911,soft
13:42:44.670946,medium
13:42:45.043801,release
13:43:46.239242,medium
13:43:46.333175,hard
13:43:47.918296,release
13:44:31.604644,soft
13:44:31.694445,medium
13:44:31.788365,hard
13:44:33.374061,release
13:45:16.031296,soft
13:45:16.313868,release
13:45:39.414178,soft
13:45:39.504283,medium
13:45:39.598455,hard
13:45:39.692635,release
13:46:26.913105,soft
13:46:27.007506,medium
13:46:27.474290,hard
13:46:27.658548,release
16:16:08.543640,soft
16:16:08.734390,medium
16:16:09.195985,release
16:16:09.850135,soft
16:16:10.129772,medium
16:16:10.595815,release
16:16:12.827668,soft
16:16:13.200757,release
16:16:18.045691,medium
16:16:18.234629,hard
16:16:19.725285,release
16:16:22.239848,soft
16:16:22.612277,release
16:16:23.358166,soft
16:16:23.820542,release
16:16:25.405627,soft
16:16:25.872919,medium
16:16:26.245659,release
16:16:27.457416,soft
16:16:27.920568,release
16:16:31.274882,soft
16:16:31.369269,medium
16:16:31.553642,hard
16:16:32.393006,release
16:17:59.678512,soft
16:17:59.866994,medium
16:18:00.145502,hard
16:18:01.825177,release
16:18:07.690040,soft
16:18:08.157473,release
16:19:18.957401,soft
16:19:19.235612,medium
16:19:19.514069,hard
16:19:19.981203,release
16:19:21.750424,soft
16:19:21.934672,medium
16:19:22.123137,release
16:19:22.307437,soft
16:19:22.495753,medium
16:19:22.774389,release
16:19:58.731751,soft
16:19:59.010101,medium
16:19:59.943706,hard
16:20:00.410532,release
16:20:01.807428,soft
16:20:01.991623,medium
16:20:02.179934,release
16:20:02.270465,soft
16:20:02.364957,medium
16:20:02.831427,release
16:21:43.526964,soft
16:21:43.900382,medium
16:21:44.272053,hard
16:21:44.456430,release
16:21:51.722399,soft
16:21:52.189488,medium
16:21:52.562524,hard
16:21:52.746332,release
16:22:31.034284,soft
16:22:31.218420,medium
16:22:31.313080,hard
16:22:32.152044,release
16:22:32.430542,soft
16:22:32.525019,medium
16:22:32.615044,release
16:23:38.192900,soft
16:23:38.287175,medium
16:23:38.377048,hard
16:23:38.938153,release
16:23:39.122611,soft
16:23:39.218287,medium
16:23:39.311008,release
16:23:39.495755,medium
16:23:39.589371,hard
16:23:40.240855,release
16:23:41.174384,soft
16:23:41.264715,medium
16:23:41.358994,release
16:26:42.442235,soft
16:26:42.909340,medium
16:26:43.748826,release
16:28:11.497214,soft
16:28:12.615705,release
16:28:55.744093,soft
16:28:56.121046,medium
16:28:57.144981,release
16:28:58.262926,soft
16:28:59.008327,medium
16:29:00.589473,release
16:30:11.758184,soft
16:30:12.036564,medium
16:30:12.970480,release
16:30:13.527673,soft
16:30:13.994463,medium
16:30:14.367096,release
16:30:47.432645,soft
16:30:47.899414,release
16:16:08.543640,soft
16:16:08.734390,medium
16:16:09.195985,release
16:16:09.850135,soft
16:16:10.129772,medium
16:16:10.595815,release
16:16:12.827668,soft
16:16:13.200757,release
16:16:18.045691,medium
16:16:18.234629,hard
16:16:19.725285,release
16:16:22.239848,soft
16:16:22.612277,release
16:16:23.358166,soft
16:16:23.820542,release
16:16:25.405627,soft
16:16:25.872919,medium
16:16:26.245659,release
16:16:27.457416,soft
16:16:27.920568,release
16:16:31.274882,soft
16:16:31.369269,medium
16:16:31.553642,hard
16:16:32.393006,release
16:17:59.678512,soft
16:17:59.866994,medium
16:18:00.145502,hard
16:18:01.825177,release
16:18:07.690040,soft
16:18:08.157473,release
16:19:18.957401,soft
16:19:19.235612,medium
16:19:19.514069,hard
16:19:19.981203,release
16:19:21.750424,soft
16:19:21.934672,medium
16:19:22.123137,release
16:19:22.307437,soft
16:19:22.495753,medium
16:19:22.774389,release
16:19:58.731751,soft
16:19:59.010101,medium
16:19:59.943706,hard
16:20:00.410532,release
16:20:01.807428,soft
16:20:01.991623,medium
16:20:02.179934,release
16:20:02.270465,soft
16:20:02.364957,medium
16:20:02.831427,release
16:21:43.526964,soft
16:21:43.900382,medium
16:21:44.272053,hard
16:21:44.456430,release
16:21:51.722399,soft
16:21:52.189488,medium
16:21:52.562524,hard
16:21:52.746332,release
16:22:31.034284,soft
16:22:31.218420,medium
16:22:31.313080,hard
16:22:32.152044,release
16:22:32.430542,soft
16:22:32.525019,medium
16:22:32.615044,release
16:23:38.192900,soft
16:23:38.287175,medium
16:23:38.377048,hard
16:23:38.938153,release
16:23:39.122611,soft
16:23:39.218287,medium
16:23:39.311008,release
16:23:39.495755,medium
16:23:39.589371,hard
16:23:40.240855,release
16:23:41.174384,soft
16:23:41.264715,medium
16:23:41.358994,release
16:26:42.442235,soft
16:26:42.909340,medium
16:26:43.748826,release
16:28:11.497214,soft
16:28:12.615705,release
16:28:55.744093,soft
16:28:56.121046,medium
16:28:57.144981,release
16:28:58.262926,soft
16:28:59.008327,medium
